支付者UIN,使用者UIN,操作者UIN,产品名称,子产品名称,计费模式,交易类型,订单ID,交易ID,关联单据ID,扣费时间,开始使用时间,结束使用时间,资源ID,实例名称,实例类型,配置属性,项目名称,国内国际,地域,可用区,组件类型,组件名称,价格属性,刊例价,优惠后单价,价格单位,用量,用量单位,使用时长,时长单位,原始用量/时长,抵扣用量/时长(含资源包),原价(元),预留实例抵扣原价(元),预留实例抵扣时长,节省计划抵扣金额,节省计划抵扣率,节省计划抵扣原价(元),折扣率,混合折扣率,优惠后总价(元),优惠券支付(元),赠送金支付(元),分成金支付(元),现金支付(元),备注属性,计算规则说明,计费规则,产品编码,子产品编码,组件类型编码,组件编码,账单记录ID,地域编码,可用区编码,优惠对象,优惠类型,优惠内容,账单月
"100048741014	","100048741014	","100048741014	","点播VOD","点播媒体处理","按量计费","按量计费日结","-	","20260714014081536448712	","","2026-07-14 08:19:13","2026-07-13 00:00:00","2026-07-13 23:59:59","1430233363_aigc_text_og55_input_daily","","-","原始用量（1M Tokens）:0.40931100 M; 换算价格（元/1M Tokens）:¥37.500","默认项目","其他","其他地区（其他）","不分地域","点播大模型媒体处理","大模型文本处理","-","1.00000000","1.00000000","元/百万token/天","15.34916250","百万token","1.00000000","天","-","-","15.34916250","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","15.34916250","0.00000000","0.00000000","0.00000000","15.34916250","","-","https://buy.cloud.tencent.com/price/vod","p_vod","sp_vod_clip","v_vod_mllm_processmedia","sv_vod_mllm_processmedia_text","2076826630076776458","47","470004","","","","2026-07	"
"100048741014	","100048741014	","100048741014	","点播VOD","点播媒体处理","按量计费","按量计费日结","-	","20260718014088488356182	","","2026-07-18 08:23:24","2026-07-17 00:00:00","2026-07-17 23:59:59","1430233363_aigc_text_og55_input_daily","","-","原始用量（1M Tokens）:4.40813900 M; 换算价格（元/1M Tokens）:¥37.500","默认项目","其他","其他地区（其他）","不分地域","点播大模型媒体处理","大模型文本处理","-","1.00000000","1.00000000","元/百万token/天","165.30521250","百万token","1.00000000","天","-","-","165.30521250","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","165.30521250","0.00000000","0.00000000","0.00000000","165.30521250","","-","https://buy.cloud.tencent.com/price/vod","p_vod","sp_vod_clip","v_vod_mllm_processmedia","sv_vod_mllm_processmedia_text","2078277612371189771","47","470004","","","","2026-07	"
"100048741014	","100048741014	","100048741014	","点播VOD","点播媒体处理","按量计费","按量计费日结","-	","20260717014086737956162	","","2026-07-17 08:18:07","2026-07-16 00:00:00","2026-07-16 23:59:59","1430233363_aigc_text_og55_input_daily","","-","原始用量（1M Tokens）:1.86095000 M; 换算价格（元/1M Tokens）:¥37.500","默认项目","其他","其他地区（其他）","不分地域","点播大模型媒体处理","大模型文本处理","-","1.00000000","1.00000000","元/百万token/天","69.78562500","百万token","1.00000000","天","-","-","69.78562500","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","69.78562500","0.00000000","0.00000000","0.00000000","69.78562500","","-","https://buy.cloud.tencent.com/price/vod","p_vod","sp_vod_clip","v_vod_mllm_processmedia","sv_vod_mllm_processmedia_text","2077913623720374279","47","470004","","","","2026-07	"
"100048741014	","100048741014	","100048741014	","点播VOD","点播媒体处理","按量计费","按量计费日结","-	","20260715014083269710442	","","2026-07-15 08:18:01","2026-07-14 00:00:00","2026-07-14 23:59:59","1430233363_aigc_text_og55_input_daily","","-","原始用量（1M Tokens）:0.11145500 M; 换算价格（元/1M Tokens）:¥37.500","默认项目","其他","其他地区（其他）","不分地域","点播大模型媒体处理","大模型文本处理","-","1.00000000","1.00000000","元/百万token/天","4.17956250","百万token","1.00000000","天","-","-","4.17956250","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","4.17956250","0.00000000","0.00000000","0.00000000","4.17956250","","-","https://buy.cloud.tencent.com/price/vod","p_vod","sp_vod_clip","v_vod_mllm_processmedia","sv_vod_mllm_processmedia_text","2077188405012086790","47","470004","","","","2026-07	"
"100048741014	","100048741014	","100048741014	","点播VOD","点播媒体处理","按量计费","按量计费日结","-	","20260702014060895176372	","","2026-07-02 08:22:22","2026-07-01 00:00:00","2026-07-01 23:59:59","1430233363_aigc_text_og55_input_daily","","-","原始用量（1M Tokens）:0.00022400 M; 换算价格（元/1M Tokens）:¥37.500","默认项目","其他","其他地区（其他）","不分地域","点播大模型媒体处理","大模型文本处理","-","1.00000000","1.00000000","元/百万token/天","0.00840000","百万token","1.00000000","天","-","-","0.00840000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00840000","0.00000000","0.00000000","0.00000000","0.00840000","","-","https://buy.cloud.tencent.com/price/vod","p_vod","sp_vod_clip","v_vod_mllm_processmedia","sv_vod_mllm_processmedia_text","2072478471288135684","47","470004","","","","2026-07	"
"100048741014	","100048741014	","100048741014	","点播VOD","点播媒体处理","按量计费","按量计费日结","-	","20260723014097157450642	","","2026-07-23 08:21:44","2026-07-22 00:00:00","2026-07-22 23:59:59","1430233363_aigc_text_og55_input_daily","","-","原始用量（1M Tokens）:0.04292700 M; 换算价格（元/1M Tokens）:¥37.500","默认项目","其他","其他地区（其他）","不分地域","点播大模型媒体处理","大模型文本处理","-","1.00000000","1.00000000","元/百万token/天","1.60976250","百万token","1.00000000","天","-","-","1.60976250","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","1.60976250","0.00000000","0.00000000","0.00000000","1.60976250","","-","https://buy.cloud.tencent.com/price/vod","p_vod","sp_vod_clip","v_vod_mllm_processmedia","sv_vod_mllm_processmedia_text","2080087761393827865","47","470004","","","","2026-07	"
"100048741014	","100048741014	","100048741014	","点播VOD","点播媒体处理","按量计费","按量计费日结","-	","20260711014076350460862	","","2026-07-11 08:18:14","2026-07-10 00:00:00","2026-07-10 23:59:59","1430233363_aigc_text_og55_input_daily","","-","原始用量（1M Tokens）:0.31316700 M; 换算价格（元/1M Tokens）:¥37.500","默认项目","其他","其他地区（其他）","不分地域","点播大模型媒体处理","大模型文本处理","-","1.00000000","1.00000000","元/百万token/天","11.74376250","百万token","1.00000000","天","-","-","11.74376250","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","11.74376250","0.00000000","0.00000000","0.00000000","11.74376250","","-","https://buy.cloud.tencent.com/price/vod","p_vod","sp_vod_clip","v_vod_mllm_processmedia","sv_vod_mllm_processmedia_text","2075739061204557832","47","470004","","","","2026-07	"
"100048741014	","100048741014	","100048741014	","点播VOD","点播媒体处理","按量计费","按量计费日结","-	","20260722014095421355922	","","2026-07-22 08:22:20","2026-07-21 00:00:00","2026-07-21 23:59:59","1430233363_aigc_text_og55_input_daily","","-","原始用量（1M Tokens）:0.02235200 M; 换算价格（元/1M Tokens）:¥37.500","默认项目","其他","其他地区（其他）","不分地域","点播大模型媒体处理","大模型文本处理","-","1.00000000","1.00000000","元/百万token/天","0.83820000","百万token","1.00000000","天","-","-","0.83820000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.83820000","0.00000000","0.00000000","0.00000000","0.83820000","","-","https://buy.cloud.tencent.com/price/vod","p_vod","sp_vod_clip","v_vod_mllm_processmedia","sv_vod_mllm_processmedia_text","2079725906217287688","47","470004","","","","2026-07	"
